,Unnamed: 0,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date,clean_comments
251,251,Loved the video thank you 3,UgzSnNXwxEYyi3dqd1B4AaABAg,http://www.youtube.com/channel/UCfy4zEhGAhaQYlqlN0YnrrQ,Alejandro Pelcastre,1,0,2020-09-30 00:22:35+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-09-30,loved video thank 3
252,252,Hey Tina i need your help Is it possible to learn Data Science within a span of 6 months with very basic knowledge in Python PS I have applied for a 6 month course that'll probably fetch me a job if done right Thanks for the great video ,UgzfNvsOi-Mp4y31Xrl4AaABAg,http://www.youtube.com/channel/UCS3Rwj-PXecmctiGDDRaTAQ,Arjun Gangadharan,2,0,2020-09-29 20:48:28+00:00,-zQ-Pf491bQ,2,How I Became a Data Scientist | Computer Science Job Search Part 2,2020-09-29,hey tina need help possible learn data science within span 6 month basic knowledge python p applied 6 month course probably fetch job done right thanks great video
253,253,ive got mad yellow fever,UgyRl8H4hi-jM6PDL2V4AaABAg,http://www.youtube.com/channel/UCqUp9ypfrgzN1P6jp9fqxMA,CryptoCondemnation,1,0,2020-09-29 11:52:00+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-29,ive got mad yellow fever
254,254,Very practical strategy it really motivates me thanks tina,UgxTdoeZaIHTFkpp4294AaABAg,http://www.youtube.com/channel/UCDJGC90phgjRDEknalnIJRw,Thennarasu then,1,0,2020-09-29 09:57:59+00:00,vaD3ZFFNwhM,1,How I Learned SQL from Scratch in 11 Days for FANG Data Science Interview (includes interview demo),2020-09-29,practical strategy really motivates thanks tina
255,255,Awesome Can you tell me how to get neither maximum nor minimum value from a table ,Ugzm1NRQ_C_tnx4mSep4AaABAg,http://www.youtube.com/channel/UCkQEn0VK_05lu4j7BEqLQTw,Reeshma Bijosh,1,0,2020-09-29 03:29:39+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-29,awesome tell get neither maximum minimum value table
256,256,I am sooooooo happpppy I found this video I been debating between both of them ,Ugxp9Kq15wXKEOZ6Kl54AaABAg,http://www.youtube.com/channel/UCYNWGhXDoeIBIBSISIXYXJw,R GB,1,0,2020-09-28 22:53:11+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-28,sooooooo happpppy found video debating
257,257,Hi Just wanted to ask since I am doing masters in Data sceince Did you do any online courses during your masters and if yes what courses did you do and was it helpful Thanks in advance,UgxVGjwd6FbKjMmAWzJ4AaABAg,http://www.youtube.com/channel/UCFQAsF9DI43ylum15rWkVPg,Mohsen Salimy,1,1,2020-09-28 18:04:03+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-28,hi wanted ask since master data sceince online course master yes course helpful thanks advance
258,258,Awesome vid Tina thanks,UgwB5kS1P_v1C0xjpGN4AaABAg,http://www.youtube.com/channel/UCnr4kK0mcmCC-AqI5Fy0tTQ,Shivam Kumar Singh,1,0,2020-09-28 13:31:17+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-09-28,awesome vid tina thanks
259,259,Youtube should really put a heart not jist like and dislike button for the videos Thanks again for sharing Tina ,UgwOLzoBvY7qj0entGN4AaABAg,http://www.youtube.com/channel/UCk-eRcXRqINO6VozSwN7Lag,JL,1,0,2020-09-28 00:37:05+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-28,youtube really put heart jist like dislike button video thanks sharing tina
260,260,Hey Nice video i already got addicted to competitive programming so i guess i ll get addicted to this kind of challenge too haha The thing I dont understand in your query is that we might want the coolest just as you said there could be multiple coolest And the query you made dont cover that Would it be accepted in an interview ,UgyajChOpW_di3Rwmmx4AaABAg,http://www.youtube.com/channel/UCK5qHb9dd5YT-zBOTy00uqg,Hidden Under blanket,1,0,2020-09-27 21:56:57+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,hey nice video already got addicted competitive programming guess get addicted kind challenge haha thing dont understand query might want coolest said could multiple coolest query made dont cover would accepted interview
261,261,Cool series Love it,UgwydwvHcybIvEDE4dd4AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-09-27 19:54:16+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,cool series love
262,262,nice if reviews had same cool votes for more than one person i would approach select from select business name review text rank over order by cool desc as rank from yelp reviews where rank 1,UgwfxlLXWR181qSai7x4AaABAg,http://www.youtube.com/channel/UCT12-q1SaF4uyvtFn4cYNPQ,Aditya Jan,1,2,2020-09-27 19:09:41+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,nice review cool vote one person would approach select select business name review text rank order cool desc rank yelp review rank 1
263,263,This is great im really appeciate it That is really helpful for me I can't do clearly decision and i choosed to data sciences now i got answer after video I love discovering somethings Thank you Tina ,UgwVgyVp3yYVwHmeKaV4AaABAg,http://www.youtube.com/channel/UC73WMzhrURICbGQMwZk6xqw,Hein Min,1,0,2020-09-27 18:15:58+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-27,great im really appeciate really helpful can't clearly decision choosed data science got answer video love discovering somethings thank tina
264,264,Really good content i got some enery Im thinking about to switch carrer programmer to data science Can you point to me in data science what should i learn to faster ,UgyqOwsVJ6zCbDf7aYt4AaABAg,http://www.youtube.com/channel/UC73WMzhrURICbGQMwZk6xqw,Hein Min,1,0,2020-09-27 18:01:27+00:00,-zQ-Pf491bQ,1,How I Became a Data Scientist | Computer Science Job Search Part 2,2020-09-27,really good content got enery im thinking switch carrer programmer data science point data science learn faster
265,265,Highly concentration Beforer I haven't seen you i was personal interesting in data science now I want to start leraning D because of data scientist D ,UgzQqyQAndfuiwHedqB4AaABAg,http://www.youtube.com/channel/UC73WMzhrURICbGQMwZk6xqw,Hein Min,1,4,2020-09-27 17:28:20+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-27,highly concentration beforer seen personal interesting data science want start leraning data scientist
266,266,Loved it ,UgyJjtYV0e8_w0bgSHt4AaABAg,http://www.youtube.com/channel/UCPdo4LYph91whdq4MsOp7AA,Lav Pandey,1,0,2020-09-27 17:11:28+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,loved
267,267,Haha cool new title D I probably won't be diving too deep into SQL right now but I'm sure your videos are going to be an awesome learning resource ,UgwD_iY6mv0KIwGhOvV4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-09-27 16:47:11+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,haha cool new title probably diving deep sql right i'm sure video going awesome learning resource
268,268,Great talk I just saw you did a cross collaboration and it's just awesome to see how quickly you have found your way into the community Also saw that you collaborated with 365 it's just amazing ,Ugxxjtvj-lVRLbs6gvR4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-09-27 16:46:00+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-27,great talk saw cross collaboration awesome see quickly found way community also saw collaborated 365 amazing
269,269,Awesome video SQL Sunday great new series ,Ugyis_t2wZ8qouwfgtR4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,3,2020-09-27 16:14:46+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,awesome video sql sunday great new series
270,270,As always I would love to see your solutions Feel free to post your solution in the comments Let's keep practicing together to crush that SQL data science interview EDIT Hidden Under blanket makes a really good point that my solution would only take the top 1 coolest and not address the edge case of multiple ones with same number of cool votes I stated that I will just take the top 1 upfront which is definitely something you should point out to the interviewer and ask him her what they exactly want as the output Aditya Jan has a really nice window function solution that also solves for this case ,UgxiZ5KPW8eXonecH-14AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,6,3,2020-09-27 16:09:03+00:00,1u1GT4sdvdA,6,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27,always would love see solution feel free post solution comment let's keep practicing together crush sql data science interview edit hidden blanket make really good point solution would take top 1 coolest address edge case multiple one number cool vote stated take top 1 upfront definitely something point interviewer ask exactly want output aditya jan really nice window function solution also solves case
271,271,This was amazing Thank you for all your content Tina Huang and Data Professor ,Ugx7-pEULXkv6XNukuh4AaABAg,http://www.youtube.com/channel/UCk-eRcXRqINO6VozSwN7Lag,JL,1,0,2020-09-27 08:25:24+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-27,amazing thank content tina huang data professor
272,272,Commenting once again because your channel is so helpful I am quite lost trying to transition from bioengineering to data science and your channel is giving me all the info I need in a concise format Wishing you 100k subscribers by the end of 2020 ,Ugwfdmdxeaf72G6MmEZ4AaABAg,http://www.youtube.com/channel/UCCwIkGF9HSX0sKdgLgus0TQ,Abura Cadabura,1,0,2020-09-27 03:03:51+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-27,commenting channel helpful quite lost trying transition bioengineering data science channel giving info need concise format wishing 100k subscriber end 2020
273,273,your mobile number 123 456 7890 mentioned in resume is reachable right P nice video,Ugwl8x0dUyXWW5v2Vzd4AaABAg,http://www.youtube.com/channel/UCKjbEkGdSQ-48GPCIKJV70g,Satish Reddy,0,0,2020-09-26 22:54:16+00:00,kO_LUVkKdJM,0,The Ultimate Guide to Land a Data Science Internship | schedule and time management survival guide,2020-09-26,mobile number 123 456 7890 mentioned resume reachable right p nice video
274,274,This is what I think could be the query you talked about that removes the duplicates select t date t user1 sum t msg count from select date user1 msg count from fb messages union all select date user2 msg count from fb messages as t group by t date t user1 order by date,UgyKnr9e2gbUBUxangN4AaABAg,http://www.youtube.com/channel/UC6EHhvEx-WBXYW9E3gcPxJQ,JAINEEL VYAS,1,3,2020-09-26 22:45:52+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-26,think could query talked remove duplicate select date user1 sum msg count select date user1 msg count fb message union select date user2 msg count fb message group date user1 order date
275,275,This is such a great Collab ,UgyT1KHukkf0-QT-X8B4AaABAg,http://www.youtube.com/channel/UCL55yo5ZhVcChx9CvjXyd4Q,Kala Tendua,1,0,2020-09-26 19:50:24+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,great collab
276,276,Do you do any kind of ML modelling of data in your work Or is it mostly SQL basic analysis and answering of business questions That seems to be like a very common JD of data scientists at faang companies from what I've seen ,UgzeK07pZRrA-dDr8Ax4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-09-26 18:11:16+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-26,kind ml modelling data work mostly sql basic analysis answering business question seems like common jd data scientist faang company i've seen
277,277,Why dont you have any eyebags from all that studying and preparation ,UgyovDWBdURg6WLM50x4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-09-26 18:01:45+00:00,kO_LUVkKdJM,1,The Ultimate Guide to Land a Data Science Internship | schedule and time management survival guide,2020-09-26,dont eyebags studying preparation
278,278,Great Interview Glad to see how many data related channels are popping up on Youtube ,UgwQoUKVzq5fEaVJwjV4AaABAg,http://www.youtube.com/channel/UC7T_528unh2ZgnVcx1sl7oA,How to Get an Analytics Job,1,0,2020-09-26 17:53:11+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,great interview glad see many data related channel popping youtube
279,279,This was like a cheatsheet for a beginner like me i mean this covered almost every question i could ask to an expert Really enjoyed the session Probably do some more 'talks' like this one we would love that ,UgywrVtNSw9AS8p0AEJ4AaABAg,http://www.youtube.com/channel/UC8qYB20dblDyqS_uADQyGDQ,Sanket Gadge,1,0,2020-09-26 17:49:42+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,like cheatsheet beginner like mean covered almost every question could ask expert really enjoyed session probably 'talks' like one would love
280,280,This was so good Thanks for sharing your stories you two Much love,UgwpgQR-2w3tlY_FRf54AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,1,0,2020-09-26 17:42:44+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,good thanks sharing story two much love
281,281,Nice video I enjoyed a lot Suggestions for e mail title to send to a professor re Contact Open it Mr ,Ugza3VM6sCNhT-5ONnF4AaABAg,http://www.youtube.com/channel/UCQ30kzFaJXab1BonHBeRgSA,Rodney N. Silva,1,0,2020-09-26 17:32:43+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,nice video enjoyed lot suggestion e mail title send professor contact open mr
282,282,Wow it's double surprise today in Data Professor channel just i watched and now here it's really awesome to be an part of both of your experience sharing with us ,UgzZnNv0p5-7OSlMlVd4AaABAg,http://www.youtube.com/channel/UCnA_WD7ktH7OoseheOol0ug,Akashdeep Dam,1,0,2020-09-26 16:34:51+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,wow double surprise today data professor channel watched really awesome part experience sharing u
283,283,Thank You Tina,UgzLOJFEuY4RziYLSXV4AaABAg,http://www.youtube.com/channel/UCTSjpAVwXp9hnCdXgGlhdNg,Sajia Ema,1,0,2020-09-26 16:15:44+00:00,Rx1i1J4m4MQ,1,How I got Software Engineering and Data Science Internships | Computer Science Job Search Part 1,2020-09-26,thank tina
284,284,Just found your channel what a gem And appreciate you looking through the platform to make sure it's legit just a pity not many platforms like this are out there for data science Most seem to be for SWE I will very likely purchase these some time in the future through your link Subbed and turned on notifs Please keep making more videos ,Ugz2fKh4E-H2Mxp6WCR4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-09-26 11:23:39+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-26,found channel gem appreciate looking platform make sure legit pity many platform like data science seem swe likely purchase time future link subbed turned notifs please keep making video
285,285,Eagerly waiting for this ,Ugz1Py2C4a-48Gp9Vrt4AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-09-26 07:16:48+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26,eagerly waiting
286,286,A very healthy living data scientist,UgwmIlg79-0z_PfAn0x4AaABAg,http://www.youtube.com/channel/UCD3pOMDUYBcM_z3tUyyZTmQ,Digital Coffee With Andy Teoh,3,0,2020-09-25 22:33:42+00:00,lCi6fWuI8r4,3,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-25,healthy living data scientist
287,287,Can't wait guys ,Ugw6OVGP_-u3MyNjazt4AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,2,2,2020-09-25 22:25:30+00:00,AOtHIF3N0cQ,2,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25,can't wait guy
288,288,Data Professor is incredibly knowledgeable and passionate about bioinformatics and data science I learned so much just from chatting with him and if you're interested in bioinformatics and or data science I think you would get so much value from the discussion It's important to think about the future of data science so you can better align yourself And if you're a student he also gives super practical tips on how to get the best data science project Timestamps 00 00 Intro 01 14 Data professor's background 04 43 Birth of data professor 11 04 Data science opportunity in biology 18 03 Machine learning is getting automated 18 35 How to future proof yourself 19 16 Data scientist's essential toolkit 22 43 How to get a research position with a professor 30 29 Super Secret Lightning round,UgyJUsYFkEp2NMon9ot4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,5,2020-09-25 16:06:53+00:00,AOtHIF3N0cQ,0,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25,data professor incredibly knowledgeable passionate bioinformatics data science learned much chatting interested bioinformatics data science think would get much value discussion important think future data science better align student also give super practical tip get best data science project timestamps 00 00 intro 01 14 data professor's background 04 43 birth data professor 11 04 data science opportunity biology 18 03 machine learning getting automated 18 35 future proof 19 16 data scientist's essential toolkit 22 43 get research position professor 30 29 super secret lightning round
289,289,I am constantly think which jobs will be automated and if my career is safe Because in theory once AI is sophisticated enough it will likely be able to complete tasks more accurately and learn much faster then humans Or humans and A I could mix and improve work life balance but that could result in major wage changes Only time will tell and only those behind the scenes really know Microsoft google government Facebook I was watching a documentary and I saw highly prestigious occupations such as lawyers and radiologists are at risk example ,UgwC-NW0Zd2xu2Dbu594AaABAg,http://www.youtube.com/channel/UC-57XNo2M2vzPW3CJ8RxcaQ,Seb,1,0,2020-09-25 15:44:40+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25,constantly think job automated career safe theory ai sophisticated enough likely able complete task accurately learn much faster human human could mix improve work life balance could result major wage change time tell behind scene really know microsoft google government facebook watching documentary saw highly prestigious occupation lawyer radiologist risk example
290,290,Tina thanks for having me in this collab video it was a really fun talking data science and bioinformatics with you ,Ugwi-6b_0A49RiZoVoh4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,7,2020-09-25 15:37:12+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25,tina thanks collab video really fun talking data science bioinformatics
291,291,Hey Tina great upcoming channel I'm majoring in CS with a minor in data science Is a minor in data science helpful in landing a data science job And if so by how much ,UgwAjK4MX-NWD4JhK-p4AaABAg,http://www.youtube.com/channel/UCqIi15pT7ziweQv8oacMHcg,J C,1,0,2020-09-25 08:54:17+00:00,wQJUI8dSWNQ,1,3rd Year CS Resume (and asian drink) Review | Reviewing Your Resumes Ep. 2,2020-09-25,hey tina great upcoming channel i'm majoring c minor data science minor data science helpful landing data science job much
292,292,Good stuff Would you love to hear more about your job hunting experience as an International student ,UgzkyYyIvQjqHtTGxEV4AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-09-25 08:42:53+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-25,good stuff would love hear job hunting experience international student
293,293,Can you do a SQL learning series for beginners it Will be great,UgxT3KE1kX0P-de33nd4AaABAg,http://www.youtube.com/channel/UCiu37EHRu3K26QxITvO4ikw,Md Hossain Sami,1,0,2020-09-25 04:41:20+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-09-25,sql learning series beginner great
294,294,Your videos are SO helpful and easy to understand They are helping me so much and you are an inspiration Thanks so much ,UgxIG8Yw8zluDph7_Cx4AaABAg,http://www.youtube.com/channel/UCCwIkGF9HSX0sKdgLgus0TQ,Abura Cadabura,1,0,2020-09-24 11:01:26+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-24,video helpful easy understand helping much inspiration thanks much
295,295,You didn't study sql during your masters Nice v deo very helpful ,UgxM0_GcjyiwwJFruFh4AaABAg,http://www.youtube.com/channel/UCQ30kzFaJXab1BonHBeRgSA,Rodney N. Silva,3,0,2020-09-24 00:57:16+00:00,vaD3ZFFNwhM,3,How I Learned SQL from Scratch in 11 Days for FANG Data Science Interview (includes interview demo),2020-09-24,study sql master nice v deo helpful
296,296,Great idea Thanks for sharing I will check out these websites right away ,Ugylto-k2se487en7jZ4AaABAg,http://www.youtube.com/channel/UC6OnMbtX328npMCO67OctDg,Sha Brown,1,0,2020-09-22 18:54:26+00:00,eAgv2-XBIac,1,3 More Unique and Impactful Projects to get a Data Science Job,2020-09-22,great idea thanks sharing check website right away
297,297,Awesome I recently found out about StrataScratch and they are a pretty cool resource indeed ,UgyDgxPP-kZ5SAjat-94AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-09-22 15:28:39+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-22,awesome recently found stratascratch pretty cool resource indeed
298,298,I clicked on your linkedin profile but it didn't come though Can you just look for this issue ,Ugxr2larhR7Eea0GJ194AaABAg,http://www.youtube.com/channel/UCD4dMWG6sf24Nw0-YdxLlQQ,SUKHAMRIT SINGH,3,0,2020-09-22 09:31:30+00:00,WDhgOCoPT-g,3,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-22,clicked linkedin profile come though look issue
299,299,your boy friend is Data Engineer xD xD,UgyKnm7nYSbxld9u7W54AaABAg,http://www.youtube.com/channel/UCZ45No6St8aMXA-mf2rqBIw,Nabil AMEZIANE,1,0,2020-09-22 01:40:07+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-22,boy friend data engineer xd xd
300,300,I'm a prospective candidate for MCIT at the University of Pennsylvania for FALL 2021 I'm from India and I have a quite peculiar background In India the education system in high school is if we don't elect maths in Grade 11 and 12 we can't study it after in our college or in post graduation at all So I didn't have maths in my high school grade 12 and ended up taking a new course in my college called logistics management It was quite astonishing that this course was introduced in my college just in 2014 and I joined the 3 rd batch of the program in 2017 In my college days there wasn't any term called data science as such so if it was available I would have taken it I had the constant love for I T and computer though I didn't study in my undergrad at all In India it's difficult to study CS and I T if you are not an engineering or CS grad I came through an online course provider called Coursera and looked for the University of Pennsylvania's MCIT program I'm interested for the on campus program of MCIT The first in kind program made for Non CS graduate and I was really happy seeing it The beauty of US education is it's quite flexible and you can still pursue your dream even back when you couldn't due to some reasons I wanted to know some information about this program like what does the University of Penn looks while selecting a class from very diverse backgrounds and cultures I want to be in the class of 2021 or 2022 How can I proceed further for this program It would be a great help if you could guide me little I'm an Aspiring data scientist and computer programmer My CGPA is 7 54 on a 10 scale under indian system I would be taking GRE soon Shall I apply and give a shot Looking forward to hear from you ,UgxJa7STKyKOkSc_60p4AaABAg,http://www.youtube.com/channel/UCD4dMWG6sf24Nw0-YdxLlQQ,SUKHAMRIT SINGH,3,0,2020-09-21 15:16:39+00:00,rd1HKwJT6GM,3,Upenn MCIT Program Details and Real Student Experiences - Dr. Arvind Bhusnurmath,2020-09-21,i'm prospective candidate mcit university pennsylvania fall 2021 i'm india quite peculiar background india education system high school elect math grade 11 12 can't study college post graduation math high school grade 12 ended taking new course college called logistics management quite astonishing course introduced college 2014 joined 3 rd batch program 2017 college day term called data science available would taken constant love computer though study undergrad india difficult study c engineering c grad came online course provider called coursera looked university pennsylvania's mcit program i'm interested campus program mcit first kind program made non c graduate really happy seeing beauty u education quite flexible still pursue dream even back due reason wanted know information program like university penn look selecting class diverse background culture want class 2021 2022 proceed program would great help could guide little i'm aspiring data scientist computer programmer cgpa 7 54 10 scale indian system would taking gre soon shall apply give shot looking forward hear
301,301,you include your union all query in cte and then in last statement select date user sum msg count from cte group by 1 2,UgzDwcsycrkBdPjHBcl4AaABAg,http://www.youtube.com/channel/UCT12-q1SaF4uyvtFn4cYNPQ,Aditya Jan,1,0,2020-09-21 11:52:52+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,include union query cte last statement select date user sum msg count cte group 1 2
302,302,Hi Tina In your interview for a data science job did they ask you about algorithms and data structures I don't know if you have a v deo about your Interview ,Ugz0_eO6L0jk5yuEIzZ4AaABAg,http://www.youtube.com/channel/UCQ30kzFaJXab1BonHBeRgSA,Rodney N. Silva,2,0,2020-09-21 11:34:45+00:00,KsQU_3n0IYE,2,My UPenn MCIT Experience,2020-09-21,hi tina interview data science job ask algorithm data structure know v deo interview
303,303,Thank you so much tina You answered a lot of my question ,UgyhkqKFk2Xk8I2oLI94AaABAg,http://www.youtube.com/channel/UCVWvVcZAuJn75aRs-QOyGFA,Jennifer W,1,0,2020-09-21 06:44:54+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,thank much tina answered lot question
304,304,along with sql some python ml interview questions mock interviews could be nice great stuff as always,UgyZG8BKMqyH4AiA0254AaABAg,http://www.youtube.com/channel/UClRl3gsBmUBatYK3Xlm-6jA,ravi tanwar,4,1,2020-09-21 04:28:56+00:00,WDhgOCoPT-g,4,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,along sql python ml interview question mock interview could nice great stuff always
305,305,That content is flowing Nice upload I'm gonna dive in but just wanted to leave a comment first ,UgwH2f6MZP62BWjeso94AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,1,0,2020-09-21 03:34:02+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,content flowing nice upload i'm gonna dive wanted leave comment first
306,306,Hey Tina great video I am wondering how you prepared for product sense questions Also would love to see videos on that ,UgyyJANT8p0qTlu_dEd4AaABAg,http://www.youtube.com/channel/UC8UST2X9iaA_pP50Spvp9Ng,QMU20,1,0,2020-09-21 02:38:29+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,hey tina great video wondering prepared product sense question also would love see video
307,307,I love ur honesty,UgxesIeG6vX0nW5xoEl4AaABAg,http://www.youtube.com/channel/UCns-rDi4rKTn05VnKNvDn3Q,Abdessamad Baahmed,1,1,2020-09-21 02:32:20+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,love ur honesty
308,308,Feel free to post your solutions I would to see how you approached the question s Timestamps 00 00 Pain points 01 00 Intro StrataScratch 02 41 Start of SQL question 08 02 Check answer 08 27 Question for you 10 38 StrataScratch review,UgyqteQQocRYaCEqLQl4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,2,2020-09-21 01:57:20+00:00,WDhgOCoPT-g,0,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21,feel free post solution would see approached question timestamps 00 00 pain point 01 00 intro stratascratch 02 41 start sql question 08 02 check answer 08 27 question 10 38 stratascratch review
309,309, DataScience has a lot more min barrier I could feel that I am an undergrad and didn't got any rply for DataScience roles so instead of taking Software Engineering roles I choose to go for higher studies I won't give up on my dreams of becoming a DataScientist one day And then you came in my life with all these amazing videos I can't thank you more for all these Still Thanks A Ton ,Ugxp66O87y3g2OYeA8Z4AaABAg,http://www.youtube.com/channel/UCQzUZQ6upYF0t5wyI_ZD9Ww,Vishal Kumar Roy,1,1,2020-09-20 21:39:35+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-20,datascience lot min barrier could feel undergrad got rply datascience role instead taking software engineering role choose go higher study give dream becoming datascientist one day came life amazing video can't thank still thanks ton
